num_qubits,space_time_volume
10,380556
20,380556
30,761112
40,761112
50,761112
60,1925844
70,1925844
80,2567792
90,2567792
100,2567792
110,4516700
120,4516700
130,5420040
140,5420040
150,5420040
160,8153124
170,8153124
180,9317856
190,9317856
200,9317856
210,12835116
220,12835116
230,14261240
240,14261240
250,14261240
260,18562676
270,18562676
280,20250192
290,20250192
300,20250192
310,25335804
320,25335804
330,27284712
340,27284712
350,27284712
